Crop Number,Variety,GB Grade,Area (ha),County,Producer,Organic
160552,CARA,SE,3.3,Angus,IPM Potato Group Ltd,No
160553,BANBA,SE,3.9,Angus,IPM Potato Group Ltd,No
160554,CARUSO,S,0.5,Angus,Solana Seeds United Kingdom Ltd,No
160555,HARRY,S,0.7,Kincardine,Cullen Allen Ltd,No
160556,HARRY,S,1.1,Kincardine,Cullen Allen Ltd,No
160557,INNOVATOR,SE,3.4,Kincardine,McCain Potatoes,No
160558,INNOVATOR,SE,4.5,Kincardine,McCain Potatoes,No
160559,PENTLAND DELL,S,4.4,Kincardine,R F Russell,No
160561,MARIS PIPER,S,0.2,Sutherland,Messrs W O Gordon Bindal & Co,No
160566,EUROSTAR,S,4.9,Sutherland,Stet Potato Ltd,No
160568,EUROSTAR,S,2,Sutherland,Stet Potato Ltd,No
160569,MARIS PIPER,S,3.1,Sutherland,Messrs W O Gordon Bindal & Co,No
160570,ROOSTER,S,0.6,Perth,IPM Potato Group Ltd,No
160571,ROOSTER,SE,3.2,Perth,IPM Potato Group Ltd,No
160577,MARIS PIPER,SE,7.7,Perth,Alexander Bayne & Son,No
160582,MARIS PIPER,SE,10.1,Perth,Alexander Bayne & Son,No
160588,MARIS PIPER,S,7.2,Perth,Alexander Bayne & Son,No
160591,MARIS PIPER,S,4.2,Perth,Alexander Bayne & Son,No
160593,MARIS PIPER,S,3.8,Perth,Alexander Bayne & Son,No
160598,PREMIERE,S,4.2,Perth,J & E Smillie (Growers) Ltd,No
160599,MARIS PIPER,S,4.8,Perth,J & E Smillie (Growers) Ltd,No
160602,MARABEL,S,3.8,Perth,Albert Bartlett & Sons (Airdrie) Ltd,No
160603,INTERNATIONAL KIDNEY,S,1.3,Perth,J & E Smillie (Growers) Ltd,No
160604,ALEXANDRA,SE,2.9,Perth,Albert Bartlett & Sons (Airdrie) Ltd,No
160605,MARFONA,S,2.1,Perth,J & E Smillie (Growers) Ltd,No
160606,MARFONA,S,1.1,Perth,J & E Smillie (Growers) Ltd,No
160607,MARFONA,SE,5.7,Perth,J & E Smillie (Growers) Ltd,No
160609,SWIFT,S,0.7,Perth,Caledonia Potatoes Ltd,No
160610,SWIFT,S,3.5,Perth,Caledonia Potatoes Ltd,No
160611,MARVEL,E,1.6,Perth,Caledonia Potatoes Ltd,No
160612,PENTLAND DELL,SE,2.2,Angus,J & M Mackie,No
160613,PENTLAND DELL,S,9.5,Angus,J & M Mackie,No
160614,KING EDWARD,S,5.4,Angus,A & F Growers,No
160615,MARIS PIPER,SE,3.3,Angus,A & F Growers,No
160616,MARIS PIPER,S,10.4,Angus,A & F Growers,No
160617,MARIS PEER,S,4.2,Angus,A & F Growers,No
160618,MARIS PIPER,S,14.5,Angus,A & F Growers,No
160619,DESIREE,S,1,Angus,A & F Growers,No
160620,DESIREE,S,4.4,Angus,A & F Growers,No
160621,MARIS PIPER,SE,3.7,Angus,A & F Growers,No
160622,MARIS PIPER,SE,17,Kincardine,A & F Growers,No
160623,MARIS PEER,S,1.8,Angus,A & F Growers,No
160624,MARIS PEER,S,5,Angus,A & F Growers,No
160625,CARA,SE,4.4,Angus,IPM Potato Group Ltd,No
160626,CARA,S,0.8,Angus,IPM Potato Group Ltd,No
160627,CULTRA,S,4.1,Angus,Cullen Allen Ltd,No
160628,CULTRA,S,1.3,Angus,Cullen Allen Ltd,No
160629,SORAYA,S,1,Angus,Cullen Allen Ltd,No
160630,CULTRA,S,4.1,Angus,Cullen Allen Ltd,No
160631,ARSENAL,S,3.8,Angus,Agrico UK Ltd,No
160632,SPUNTA,S,0.4,Kincardine,The Firm of D M Cargill,No
160633,ARSENAL,S,0.7,Angus,Agrico UK Ltd,No
160634,PICASSO,S,0.6,Angus,Agrico UK Ltd,No
160635,PICASSO,S,2.5,Angus,Agrico UK Ltd,No
160636,ALANIS,SE,2.5,Angus,Cygnet Potato Breeders Ltd,No
160637,INNOVATOR,S,3.2,Angus,McCain Potatoes,No
160639,INNOVATOR,S,0.7,Angus,McCain Potatoes,No
160640,ROYAL,S,10.9,Angus,McCain Potatoes,No
160641,MARIS PIPER,S,5.3,Angus,A & F Growers,No
160642,MARIS PEER,S,1.5,Angus,A & F Growers,No
160643,KINGSMAN,S,4,Fife,Cygnet Potato Breeders Ltd,No
160644,MARIS PEER,S,2.8,Angus,A & F Growers,No
160645,MARIS PEER,S,1.3,Angus,A & F Growers,No
160646,CABARET,S,2.8,Fife,Cygnet Potato Breeders Ltd,No
160647,MARIS PEER,S,4.5,Angus,A & F Growers,No
160648,SAXON,S,2.3,Fife,Cygnet Potato Breeders Ltd,No
160649,MARIS PIPER,S,4.8,Angus,A & F Growers,No
160650,MARIS PIPER,S,3,Angus,A & F Growers,No
160651,SAXON,S,0.8,Fife,Cygnet Potato Breeders Ltd,No
160652,SAXON,S,1.6,Fife,Cygnet Potato Breeders Ltd,No
160653,SAXON,S,2.9,Fife,Cygnet Potato Breeders Ltd,No
160654,CARA,SE,7.3,Kincardine,The Firm of D M Cargill,No
160655,BRITISH QUEEN,S,2,Angus,Pluckerston Farms,No
160656,DESIREE,S,3.9,Angus,Pluckerston Farms,No
160657,HERMES,SE,2.5,Angus,Pluckerston Farms,No
160658,LADY ROSETTA,S,2.4,Angus,Meijer Potato UK,No
160659,DESIREE,S,3.8,Angus,Pluckerston Farms,No
160660,DESIREE,S,0.8,Angus,Pluckerston Farms,No
160661,DESIREE,S,10.8,Angus,Pluckerston Farms,No
160662,MARIS PIPER,S,11.2,Angus,Pluckerston Farms,No
160663,MARIS PIPER,S,3.4,Angus,Pluckerston Farms,No
160666,MARIS PIPER,S,3,Angus,Pluckerston Farms,No
160667,MARIS PIPER,S,2,Angus,Pluckerston Farms,No
160668,DESIREE,S,0.6,Angus,Pluckerston Farms,No
160669,DESIREE,SE,2.4,Angus,Pluckerston Farms,No
160670,DESIREE,S,10.1,Angus,Pluckerston Farms,No
160671,MARIS PIPER,S,4,Angus,Pluckerston Farms,No
160672,DESIREE,S,0.7,Angus,Pluckerston Farms,No
160673,PENTLAND DELL,SE,3,Kincardine,R F Russell,No
160674,CULTRA,S,1.8,Angus,Cullen Allen Ltd,No
160675,CULTRA,S,1.3,Angus,Cullen Allen Ltd,No
160676,CULTRA,S,0.7,Angus,Cullen Allen Ltd,No
160677,LADY ANNA,S,3.8,Angus,Meijer Potato UK,No
160678,MARIS PIPER,SE,10.5,Angus,J Zimmerman & Sons,No
160679,MARIS PIPER,S,0.5,Angus,J Zimmerman & Sons,No
160682,INNOVATOR,S,4,Angus,McCain Potatoes,No
160684,ROYAL,S,4.4,Angus,McCain Potatoes,No
160685,BANBA,S,0.4,Angus,IPM Potato Group Ltd,No
160686,SLANEY,S,0.6,Angus,IPM Potato Group Ltd,No
160689,MAYAN GOLD,S,0.001,Perth,The James Hutton Institute,No
160696,GALACTICA,S,1,Angus,IPM Potato Group Ltd,No
160697,GALACTICA,SE,6.2,Angus,IPM Potato Group Ltd,No
160698,DAMASK,S,1.2,Angus,McCreight Potatoes Ltd,No
160699,MARIS PIPER,S,8.5,Perth,Alexander Bayne & Son,No
160700,MARIS PIPER,S,17.8,Perth,Alexander Bayne & Son,No
160701,MONDEO,SE,0.7,Angus,McCreight Potatoes Ltd,No
160702,ELLAND,S,5,Angus,Cygnet Potato Breeders Ltd,No
160704,CULTRA,S,0.2,Angus,Cullen Allen Ltd,No
160706,BANBA,SE,4.5,Angus,IPM Potato Group Ltd,No
160707,SLANEY,SE,5.5,Angus,IPM Potato Group Ltd,No
160716,CARA,SE,8.3,Angus,IPM Potato Group Ltd,No
160717,BARNA,SE,5.5,Angus,IPM Potato Group Ltd,No
160718,BARNA,S,0.7,Angus,IPM Potato Group Ltd,No
160719,ROOSTER,S,1.6,Angus,IPM Potato Group Ltd,No
160720,BANBA,SE,7.6,Angus,IPM Potato Group Ltd,No
160721,BANBA,S,1.2,Angus,IPM Potato Group Ltd,No
160723,CARA,S,2,Angus,IPM Potato Group Ltd,No
160724,BURREN,SE,4.6,Angus,IPM Potato Group Ltd,No
160725,BURREN,S,1,Angus,IPM Potato Group Ltd,No
160726,GALACTICA,SE,3,Angus,IPM Potato Group Ltd,No
160727,GALACTICA,S,0.4,Angus,IPM Potato Group Ltd,No
160728,SLANEY,SE,3.6,Angus,IPM Potato Group Ltd,No
160729,SLANEY,S,0.8,Angus,IPM Potato Group Ltd,No
160730,CARA,SE,2,Angus,IPM Potato Group Ltd,No
160731,BABY LOU,S,4.5,Angus,Solana Seeds United Kingdom Ltd,No
160732,BABY LOU,S,1,Angus,Solana Seeds United Kingdom Ltd,No
160733,OPAL,S,1,Angus,Solana Seeds United Kingdom Ltd,No
160734,CARA,SE,2.4,Perth,W & J Clow,No
160738,DESIREE,SE,8.4,Angus,Caird Potatoes Ltd,No
160739,MARIS PIPER,S,4.9,Angus,Caird Potatoes Ltd,No
160740,HERMES,S,2.4,Perth,W & J Clow,No
160741,MARIS PIPER,S,2.3,Angus,Caird Potatoes Ltd,No
160742,HERMES,E,9.4,Perth,W & J Clow,No
160744,MARIS PIPER,S,3.2,Angus,Caird Potatoes Ltd,No
160746,STEMSTER,S,1,Perth,Caledonia Potatoes Ltd,No
160747,STEMSTER,S,2.9,Perth,Caledonia Potatoes Ltd,No
160748,HERMES,E,5.6,Angus,W & J Clow,No
160749,WILJA,S,3,Perth,J & E Smillie (Growers) Ltd,No
160750,KESTREL,S,2.6,Perth,Caledonia Potatoes Ltd,No
160751,KESTREL,S,4,Perth,Caledonia Potatoes Ltd,No
160752,STEMSTER,SE,0.8,Perth,Caledonia Potatoes Ltd,No
160753,MARIS PIPER,S,2.2,Angus,Caird Potatoes Ltd,No
160754,VALOR,SE,4.7,Perth,Caledonia Potatoes Ltd,No
160755,ESTIMA,S,5.7,Perth,J & E Smillie (Growers) Ltd,No
160756,OSPREY,S,3.6,Perth,Caledonia Potatoes Ltd,No
160757,DESIREE,S,1.5,Angus,Caird Potatoes Ltd,No
160758,OSPREY,S,4.4,Perth,Caledonia Potatoes Ltd,No
160759,HARMONY,S,2.5,Perth,Caledonia Potatoes Ltd,No
160760,HARMONY,SE,3.6,Perth,Caledonia Potatoes Ltd,No
160761,MARIS PIPER,S,7.6,Angus,Caird Potatoes Ltd,No
160762,VALOR,SE,4.3,Perth,Caledonia Potatoes Ltd,No
160763,CARA,S,5.9,Kincardine,J & E Smillie (Growers) Ltd,No
160764,CARA,E,10,Kincardine,J & E Smillie (Growers) Ltd,No
160765,CHARLOTTE,S,4,Angus,Caird Potatoes Ltd,No
160766,DESIREE,S,7.3,Perth,J & E Smillie (Growers) Ltd,No
160767,DESIREE,S,5,Perth,J & E Smillie (Growers) Ltd,No
160768,MARIS PIPER,S,2.3,Angus,Caird Potatoes Ltd,No
160769,MARKIES,S,1.9,Perth,Agrico UK Ltd,No
160770,MARKIES,S,3.8,Perth,Agrico UK Ltd,No
160772,MARKIES,S,4.4,Perth,Agrico UK Ltd,No
160774,MARIS PEER,S,4.3,Perth,J & E Smillie (Growers) Ltd,No
160775,MARIS PIPER,S,5.7,Angus,Caird Potatoes Ltd,No
160776,MARKIES,S,0.8,Angus,Agrico UK Ltd,No
160777,MARIS PIPER,S,4,Angus,Caird Potatoes Ltd,No
160778,MARKIES,SE,2.9,Angus,Agrico UK Ltd,No
160783,PREMIERE,SE,3.5,Angus,Agrico UK Ltd,No
160784,ARSENAL,E,0.5,Angus,Agrico UK Ltd,No
160785,HERMES,SE,5.2,Angus,D A Ramsay,No
160786,HERMES,SE,2.2,Angus,D A Ramsay,No
160787,HERMES,SE,3.2,Angus,D A Ramsay,No
160788,HERMES,SE,6,Angus,D A Ramsay,No
160789,HERMES,SE,3.9,Angus,D A Ramsay,No
160790,HERMES,SE,4,Angus,D A Ramsay,No
160791,HERMES,SE,3,Angus,D A Ramsay,No
160792,MARIS PIPER,S,6.8,Angus,J & M Anderson Ltd,No
160793,MARIS PIPER,S,0.8,Angus,J & M Anderson Ltd,No
160795,ROYAL,S,8,Angus,McCain Potatoes,No
160796,MARKIES,S,0.6,Kincardine,Agrico UK Ltd,No
160797,ROYAL,S,1.5,Angus,McCain Potatoes,No
160798,MARKIES,SE,3.3,Kincardine,Agrico UK Ltd,No
160799,PENTLAND DELL,S,4.3,Angus,J & M Anderson Ltd,No
160801,CARA,SE,7.8,Angus,IPM Potato Group Ltd,No
160802,SLANEY,SE,11.3,Angus,IPM Potato Group Ltd,No
160804,ROYAL,S,3,Angus,McCain Potatoes,No
160806,MARFONA,S,6,Angus,Strathmore Potatoes Ltd,No
160829,MARIS PIPER,S,1.1,Angus,A J Allan (Brechin) Ltd,No
160834,MARIS PIPER,S,2.8,Angus,A J Allan (Brechin) Ltd,No
160836,MARIS PIPER,S,3.2,Angus,A J Allan (Brechin) Ltd,No
160840,GALACTICA,SE,5.4,Angus,IPM Potato Group Ltd,No
160850,MARIS PIPER,S,10,Angus,A J Allan (Brechin) Ltd,No
160853,CARA,SE,6.5,Kincardine,IPM Potato Group Ltd,No
160856,SLANEY,S,3.5,Kincardine,IPM Potato Group Ltd,No
160864,SLANEY,SE,2.5,Kincardine,IPM Potato Group Ltd,No
160923,ROOSTER,SE,6.1,Angus,IPM Potato Group Ltd,No
160926,FANDANGO,SE,0.4,Aberdeen,IPM Potato Group Ltd,No
160927,BURREN,S,0.9,Aberdeen,IPM Potato Group Ltd,No
160928,BURREN,SE,6.3,Aberdeen,IPM Potato Group Ltd,No
160929,FANDANGO,SE,4.7,Aberdeen,IPM Potato Group Ltd,No
160931,DAISY,S,9.4,Angus,McCain Potatoes,No
160933,GALACTICA,S,2,Aberdeen,IPM Potato Group Ltd,No
160935,GALACTICA,SE,1.3,Aberdeen,IPM Potato Group Ltd,No
160936,ROOSTER,S,0.8,Aberdeen,IPM Potato Group Ltd,No
160937,CARA,S,2.6,Aberdeen,IPM Potato Group Ltd,No
160938,CARA,SE,1.7,Aberdeen,IPM Potato Group Ltd,No
160939,BARNA,S,0.8,Aberdeen,IPM Potato Group Ltd,No
160943,BARNA,SE,5.2,Aberdeen,IPM Potato Group Ltd,No
160954,CULTRA,S,1.5,Angus,Cullen Allen Ltd,No
160959,HERMES,S,3.6,Inverness,Saltire Seed Ltd,No
160960,INNOVATOR,PB,2.6,Inverness,HZPC UK Limited,No
160961,BROOKE,S,4.2,Inverness,Saltire Seed Ltd,No
160962,MOZART,S,2.4,Inverness,HZPC UK Limited,No
160963,DAISY,S,0.9,Inverness,WCM Ltd for Germicopa UK Ltd,No
160964,BROOKE,S,2.5,Inverness,Saltire Seed Ltd,No
160965,KERR'S PINK,SE,2.9,Inverness,W W Martin & Son Potatoes Limited,No
160966,ROOSTER,SE,6.7,Inverness,IPM Potato Group Ltd,No
160967,BROOKE,S,2.8,Inverness,Saltire Seed Ltd,No
160968,ROOSTER,PB,2.3,Inverness,IPM Potato Group Ltd,No
160969,ROOSTER,SE,0.6,Inverness,IPM Potato Group Ltd,No
160970,DESIREE,PB,1.6,Inverness,W W Martin & Son Potatoes Limited,No
160971,VR 808,S,8,Ross,Stet Potato Ltd for Saltire Seed Ltd,No
160972,JAZZY,PB,0.93,Ross,Meijer Potato UK,No
160973,LADY ROSETTA,PB,0.63,Ross,Meijer Potato UK,No
160974,HERMES,S,1.2,Ross,Saltire Seed Ltd,No
160975,BROOKE,S,6.4,Ross,Saltire Seed Ltd,No
160976,TYSON,S,4.5,Ross,Stet for Greenvale AP,No
160977,SHELFORD,S,3.1,Ross,Saltire Seed Ltd,No
160978,MOZART,PB,1.2,Ross,HZPC UK Limited,No
160979,PIROL,S,2.5,Ross,Saltire Seed Ltd,No
160981,DAISY,S,1.3,Ross,McCain Potatoes,No
160982,KERR'S PINK,PB,0.1,Ross,W W Martin & Son Potatoes Limited,No
160983,PIROL,PB,0.15,Ross,Saltire Seed Ltd,No
160985,KING EDWARD,PB,0.1,Ross,W W Martin & Son Potatoes Limited,No
160986,PICASSO,PB,0.16,Ross,Agrico UK Ltd,No
160987,BABYLON,PB,0.17,Ross,Agrico UK Ltd,No
160988,ROOSTER,PB,0.2,Ross,IPM Potato Group Ltd,No
160989,ORLA,PB,0.26,Ross,IPM Potato Group Ltd,No
160990,HERMES,PB,0.3,Ross,Saltire Seed Ltd,No
160991,KARELIA,PB,0.22,Ross,Europlant for Greenvale AP,No
160992,ESTIMA,PB,0.25,Ross,W W Martin & Son Potatoes Limited,No
160993,LADY ANNA,PB,0.52,Ross,Meijer Potato UK,No
160994,NECTAR,PB,0.44,Ross,IPM Potato Group Ltd,No
160995,PANTHER,PB,0.54,Ross,HZPC UK Limited,No
160996,BROOKE,S,0.9,Ross,Saltire Seed Ltd,No
160997,LADY CLAIRE,PB,1.1,Ross,Meijer Potato UK,No
160998,DAISY,PB,0.67,Ross,McCain Potatoes,No
160999,VR 808,PB,1.1,Ross,Stet Potato Ltd for Saltire Seed Ltd,No
161000,NECTAR,PB,2,Ross,IPM Potato Group Ltd,No
161001,INNOVATOR,PB,2,Ross,HZPC UK Limited,No
161002,PICASSO,PB,1.7,Ross,Agrico UK Ltd,No
161003,DAISY,S,0.8,Ross,McCain Potatoes,No
161004,ORLA,PB,1.54,Ross,IPM Potato Group Ltd,No
161005,KING EDWARD,PB,1.3,Ross,W W Martin & Son Potatoes Limited,No
161006,DAISY,S,4.4,Ross,McCain Potatoes,No
161007,TYSON,PB,1.1,Inverness,Stet for Greenvale AP,No
161008,HERMES,S,1.6,Inverness,Saltire Seed Ltd,No
161009,INNOVATOR,S,10.5,Angus,McCain Potatoes,No
161010,ELLAND,S,8.4,Angus,Cygnet Potato Breeders Ltd,No
161011,SHEPODY,S,3.5,Angus,McCain Potatoes,No
161012,SHEPODY,SE,4,Angus,McCain Potatoes,No
161013,DAISY,S,6.7,Angus,McCain Potatoes,No
161014,ROYAL,S,11.5,Angus,McCain Potatoes,No
161015,INNOVATOR,S,4,Ross,McCain Potatoes,No
161016,INNOVATOR,S,4.9,Ross,McCain Potatoes,No
161017,SHEPODY,S,4.9,Ross,McCain Potatoes,No
161018,DAISY,PB,1.17,Ross,McCain Potatoes,No
161019,DAISY,S,4.9,Ross,McCain Potatoes,No
161020,KING RUSSET,S,2.2,Ross,McCain Potatoes,No
161021,KING RUSSET,S,5.7,Ross,McCain Potatoes,No
161023,SHEPODY,PB,0.14,Ross,McCain Potatoes,No
161024,ROYAL,PB,0.1,Ross,McCain Potatoes,No
161025,PENTLAND DELL,PB,0.05,Ross,McCain Potatoes,No
161026,PREMIERE,PB,0.19,Ross,McCain Potatoes,No
161027,MORENE,PB,0.23,Ross,McCain Potatoes,No
161028,KING RUSSET,PB,0.23,Ross,McCain Potatoes,No
161029,INNOVATOR,PB,0.32,Ross,McCain Potatoes,No
161030,DAISY,PB,0.13,Ross,McCain Potatoes,No
161031,AMORA,PB,0.08,Ross,Mercian Limited,No
161068,HUTTON HERO,S,0.1,Angus,The James Hutton Institute,No
161073,PERFORMER,S,3.4,Angus,Agrico UK Ltd,No
161075,EUROSTAR,S,0.7,Angus,Stet Potato Ltd,No
161077,CAMEL,S,6.4,Angus,Stet Potato Ltd,No
161078,KERR'S PINK,PB,0.02,Inverness,W W Martin & Son Potatoes Limited,No
161079,KING EDWARD,PB,0.02,Inverness,W W Martin & Son Potatoes Limited,No
161080,PICASSO,PB,0.02,Inverness,Agrico UK Ltd,No
161081,BABYLON,PB,0.02,Inverness,Agrico UK Ltd,No
161082,ORLA,PB,0.02,Inverness,IPM Potato Group Ltd,No
161083,PIROL,PB,0.02,Inverness,Saltire Seed Ltd,No
161084,MARABEL,S,3.6,Angus,Albert Bartlett & Sons (Airdrie) Ltd,No
161085,SH C 1010,S,0.6,Angus,Stet Potato Ltd,No
161086,EUROSTAR,S,4,Angus,Stet Potato Ltd,No
161088,EUROSTAR,S,0.8,Angus,Stet Potato Ltd,No
161089,EUROSTAR,S,7.8,Angus,Stet Potato Ltd,No
161090,ELLAND,S,3.8,Angus,Cygnet Potato Breeders Ltd,No
161091,SH C 1010,S,5.7,Angus,Stet Potato Ltd,No
161093,DAISY,S,1.5,Angus,McCain Potatoes,No
161094,ROYAL,S,5.9,Angus,McCain Potatoes,No
161095,ROYAL,SE,1.5,Angus,McCain Potatoes,No
161096,PANTHER,E,1.6,Angus,HZPC UK Limited,No
161097,EUROSTAR,S,3.9,Angus,Stet Potato Ltd,No
161098,SH C 1010,S,0.6,Angus,Stet Potato Ltd,No
161100,CAMEL,S,2.4,Angus,Stet Potato Ltd,No
161101,RAMOS,S,2,Angus,Stet Potato Ltd,No
161103,EUROSTAR,S,2.9,Angus,Stet Potato Ltd,No
161104,EUROSTAR,E,3.3,Angus,Stet Potato Ltd,No
161105,MARIS PIPER,S,8.4,Angus,D Geddes (Farms) Ltd,No
161106,CAMEL,S,1.8,Angus,Stet Potato Ltd,No
161107,MARIS PIPER,S,16.2,Angus,D Geddes (Farms) Ltd,No
161111,MARIS PIPER,S,5.3,Angus,D Geddes (Farms) Ltd,No
161113,RAMOS,S,4.8,Angus,Stet Potato Ltd,No
161118,MARIS PIPER,S,8,Angus,D Geddes (Farms) Ltd,No
161123,MARIS PIPER,S,14.9,Angus,D Geddes (Farms) Ltd,No
161125,MARIS PIPER,E,26.3,Angus,D Geddes (Farms) Ltd,No
161132,MARIS PIPER,SE,4.5,Angus,D Geddes (Farms) Ltd,No
161137,MARIS PIPER,E,5.2,Angus,D Geddes (Farms) Ltd,No
161138,MARIS PIPER,E,7.5,Angus,D Geddes (Farms) Ltd,No
161139,MARIS PIPER,E,3.9,Angus,D Geddes (Farms) Ltd,No
161140,EUROSTAR,S,0.8,Angus,Stet Potato Ltd,No
161141,MARIS PIPER,E,3.9,Angus,D Geddes (Farms) Ltd,No
161142,MARIS PIPER,E,5.6,Angus,D Geddes (Farms) Ltd,No
161144,TYSON,PB,0.02,Inverness,Stet for Greenvale AP,No
161145,RAMOS,S,8.8,Angus,Stet Potato Ltd,No
161146,CULTRA,S,2.4,Angus,Cullen Allen Ltd,No
161147,MARIS PIPER,SE,7,Angus,D Geddes (Farms) Ltd,No
161148,CULTRA,S,4.8,Angus,Cullen Allen Ltd,No
161149,MARIS PIPER,SE,9.5,Angus,D Geddes (Farms) Ltd,No
161150,MARIS PIPER,SE,4.5,Angus,D Geddes (Farms) Ltd,No
161151,NECTAR,PB,0.04,Inverness,IPM Potato Group Ltd,No
161152,JAZZY,PB,0.04,Inverness,Meijer Potato UK,No
161153,ROYAL,S,5.8,Angus,McCain Potatoes,No
161154,ADIB,S,1.2,Angus,Cullen Allen Ltd,No
161156,ROOSTER,PB,0.04,Inverness,IPM Potato Group Ltd,No
161157,MARIS PIPER,S,7.6,Angus,D Geddes (Farms) Ltd,No
161158,PANTHER,PB,0.16,Inverness,HZPC UK Limited,No
161159,MARIS PEER,S,2.5,Perth,Alexander Bayne & Son,No
161160,DAISY,PB,0.22,Inverness,McCain Potatoes,No
161161,MARIS PEER,SE,4.8,Perth,Alexander Bayne & Son,No
161162,MOZART,PB,0.3,Inverness,HZPC UK Limited,No
161163,SAXON,S,1.2,Perth,Cygnet Potato Breeders Ltd,No
161164,BROOKE,PB,0.36,Inverness,Saltire Seed Ltd,No
161165,INNOVATOR,PB,0.5,Inverness,HZPC UK Limited,No
161166,CARUSO,PB,0.9,Inverness,W W Martin & Son Potatoes Limited,No
161167,SAXON,S,3.2,Perth,Cygnet Potato Breeders Ltd,No
161168,SAXON,S,4,Perth,Cygnet Potato Breeders Ltd,No
161169,SAGITTA,PB,1,Inverness,HZPC UK Limited,No
161181,LADY ROSETTA,PB,0.2,Inverness,Meijer Potato UK,No
161182,LADY ALICIA,PB,0.42,Ross,Meijer Potato UK,No
161183,ELLAND,S,2.1,Angus,Cygnet Potato Breeders Ltd,No
161184,HERMES,S,1.3,Angus,Messrs D C Pate & Cygnet PEP Ltd,No
161185,EUROSTAR,S,6.8,Angus,Stet Potato Ltd,No
161188,HERMES,SE,3.9,Angus,Messrs D C Pate & Cygnet PEP Ltd,No
161189,HERMES,S,4.4,Angus,Messrs D C Pate & Cygnet PEP Ltd,No
161190,CARA,S,1.3,Kincardine,Grampian Growers,No
161191,CARA,S,5.7,Kincardine,Grampian Growers,No
161192,CARA,SE,6.5,Kincardine,Grampian Growers,No
161193,GEMSON,S,0.7,Kincardine,Grampian Growers,No
161194,GEMSON,SE,1.3,Kincardine,Grampian Growers,No
161195,GEMSON,SE,1.5,Kincardine,Grampian Growers,No
161196,GEMSON,SE,4.5,Kincardine,Grampian Growers,No
161197,CARA,SE,8,Kincardine,Grampian Growers,No
161198,WILJA,S,0.9,Kincardine,S E Wilja Growers,No
161199,OPAL,S,2.4,Angus,Solana Seeds United Kingdom Ltd,No
161200,WILJA,SE,3.1,Kincardine,S E Wilja Growers,No
161201,ROYAL,S,5.4,Kincardine,McCain Potatoes,No
161204,INNOVATOR,SE,2.7,Kincardine,McCain Potatoes,No
161205,INNOVATOR,S,3.7,Kincardine,McCain Potatoes,No
161206,CABARET,S,3.6,Angus,Cygnet Potato Breeders Ltd,No
161207,CABARET,S,2.4,Angus,Cygnet Potato Breeders Ltd,No
161208,MARKIES,S,1,Angus,Agrico UK Ltd,No
161209,MARKIES,S,2.7,Angus,Agrico UK Ltd,No
161210,MARKIES,S,5.1,Angus,Agrico UK Ltd,No
161211,AMANDA,S,2.3,Angus,Solana Seeds United Kingdom Ltd,No
161212,BABY LOU,S,1.1,Angus,Solana Seeds United Kingdom Ltd,No
161213,ARSENAL,S,1,Angus,Agrico UK Ltd,No
161214,ARSENAL,S,4.8,Angus,Agrico UK Ltd,No
161215,CARUSO,S,1,Angus,Solana Seeds United Kingdom Ltd,No
161216,CARUSO,SE,9.1,Angus,Solana Seeds United Kingdom Ltd,No
161217,EDISON,S,6.2,Angus,Solana Seeds United Kingdom Ltd,No
161218,SORAYA,S,1.2,Angus,Cullen Allen Ltd,No
161219,SORAYA,S,2.7,Angus,Cullen Allen Ltd,No
161220,ELLAND,E,0.6,Angus,Cygnet Potato Breeders Ltd,No
161221,NAVAN,PB,0.22,Ross,Cygnet Potato Breeders Ltd,No
161222,ROYAL,PB,0.77,Ross,McCain Potatoes,No
161223,ROYAL,S,4,Ross,McCain Potatoes,No
161224,KING RUSSET,PB,1.42,Ross,McCain Potatoes,No
161225,KING RUSSET,S,3.7,Ross,McCain Potatoes,No
161226,INNOVATOR,PB,0.89,Ross,McCain Potatoes,No
161227,AMORA,SE,0.2,Ross,Mercian Limited,No
161228,AMORA,SE,2.5,Ross,Mercian Limited,No
161229,MORENE,PB,1,Ross,McCain Potatoes,No
161230,PREMIERE,PB,1.37,Ross,McCain Potatoes,No
161231,SHEPODY,PB,0.83,Ross,McCain Potatoes,No
161232,SHEPODY,S,2.5,Ross,McCain Potatoes,No
161233,PENTLAND DELL,PB,0.25,Ross,McCain Potatoes,No
161234,WILJA,E,2,Perth,G L Smith & Son,No
161235,PENTLAND DELL,S,3,Ross,McCain Potatoes,No
161236,KING RUSSET,S,2.5,Ross,McCain Potatoes,No
161237,NAVAN,PB,0.03,Ross,Cygnet Potato Breeders Ltd,No
161238,MARIOLA,E,2.3,Angus,Albert Bartlett & Sons (Airdrie) Ltd,No
161241,SPUNTA,S,5.5,Angus,Cygnet PEP Ltd,No
161245,MARKIES,S,4.9,Berwick,Agrico UK Ltd,No
161246,MARKIES,S,1,Berwick,Agrico UK Ltd,No
161247,MARKIES,S,8.4,Berwick,Agrico UK Ltd,No
161248,BABYLON,S,0.7,Roxburgh,Agrico UK Ltd,No
161249,BABYLON,S,5.4,Roxburgh,Agrico UK Ltd,No
161251,MANITOU,S,0.4,Roxburgh,Agrico UK Ltd,No
161252,CHARLOTTE,SE,0.2,Kincardine,Westerton Farmers,No
161253,MARFONA,S,1,Roxburgh,Agrico UK Ltd,No
